,feature_types,genome,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensemble_id
DENND6A-DT,Gene Expression,GRCh38,False,DENND6A-DT,NCBITaxon:9606,gene,2919,lncRNA,ENSG00000241933
DENND6B,Gene Expression,GRCh38,False,DENND6B_ENSG00000205593,NCBITaxon:9606,gene,990,protein_coding,ENSG00000205593
DENR,Gene Expression,GRCh38,False,DENR_ENSG00000139726,NCBITaxon:9606,gene,875,protein_coding,ENSG00000139726
DEPDC1,Gene Expression,GRCh38,False,DEPDC1_ENSG00000024526,NCBITaxon:9606,gene,2658,protein_coding,ENSG00000024526
DEPDC1-AS1,Gene Expression,GRCh38,False,DEPDC1-AS1,NCBITaxon:9606,gene,1247,lncRNA,ENSG00000234264
DEPDC1B,Gene Expression,GRCh38,False,DEPDC1B_ENSG00000035499,NCBITaxon:9606,gene,1211,protein_coding,ENSG00000035499
DEPDC4,Gene Expression,GRCh38,False,DEPDC4_ENSG00000166153,NCBITaxon:9606,gene,885,protein_coding,ENSG00000166153
DEPDC5,Gene Expression,GRCh38,False,DEPDC5_ENSG00000100150,NCBITaxon:9606,gene,2495,protein_coding,ENSG00000100150
DEPDC7,Gene Expression,GRCh38,False,DEPDC7_ENSG00000121690,NCBITaxon:9606,gene,1476,protein_coding,ENSG00000121690
DEPP1,Gene Expression,GRCh38,False,DEPP1_ENSG00000165507,NCBITaxon:9606,gene,868,protein_coding,ENSG00000165507
DEPTOR,Gene Expression,GRCh38,False,DEPTOR_ENSG00000155792,NCBITaxon:9606,gene,1397,protein_coding,ENSG00000155792
DEPTOR-AS1,Gene Expression,GRCh38,False,DEPTOR-AS1,NCBITaxon:9606,gene,1159,lncRNA,ENSG00000245330
DERA,Gene Expression,GRCh38,False,DERA_ENSG00000023697,NCBITaxon:9606,gene,816,protein_coding,ENSG00000023697
DERL1,Gene Expression,GRCh38,False,DERL1_ENSG00000136986,NCBITaxon:9606,gene,1456,protein_coding,ENSG00000136986
DERL2,Gene Expression,GRCh38,False,DERL2_ENSG00000072849,NCBITaxon:9606,gene,624,protein_coding,ENSG00000072849
DERL3,Gene Expression,GRCh38,False,DERL3_ENSG00000099958,NCBITaxon:9606,gene,862,protein_coding,ENSG00000099958
DERPC,Gene Expression,GRCh38,False,DERPC_ENSG00000286140,NCBITaxon:9606,gene,2782,protein_coding,ENSG00000286140
DES,Gene Expression,GRCh38,False,DES_ENSG00000175084,NCBITaxon:9606,gene,1546,protein_coding,ENSG00000175084
DESI1,Gene Expression,GRCh38,False,DESI1_ENSG00000100418,NCBITaxon:9606,gene,769,protein_coding,ENSG00000100418
DESI2,Gene Expression,GRCh38,False,DESI2_ENSG00000121644,NCBITaxon:9606,gene,992,protein_coding,ENSG00000121644
DET1,Gene Expression,GRCh38,False,DET1_ENSG00000140543,NCBITaxon:9606,gene,2215,protein_coding,ENSG00000140543
DEUP1,Gene Expression,GRCh38,False,DEUP1_ENSG00000165325,NCBITaxon:9606,gene,1763,protein_coding,ENSG00000165325
DEXI,Gene Expression,GRCh38,False,DEXI_ENSG00000182108,NCBITaxon:9606,gene,1481,protein_coding,ENSG00000182108
DFFA,Gene Expression,GRCh38,False,DFFA_ENSG00000160049,NCBITaxon:9606,gene,1403,protein_coding,ENSG00000160049
DFFB,Gene Expression,GRCh38,False,DFFB_ENSG00000169598,NCBITaxon:9606,gene,2842,protein_coding,ENSG00000169598
DGAT1,Gene Expression,GRCh38,False,DGAT1_ENSG00000185000,NCBITaxon:9606,gene,910,protein_coding,ENSG00000185000
DGAT2,Gene Expression,GRCh38,False,DGAT2_ENSG00000062282,NCBITaxon:9606,gene,885,protein_coding,ENSG00000062282
DGAT2-DT,Gene Expression,GRCh38,False,DGAT2-DT,NCBITaxon:9606,gene,1504,lncRNA,ENSG00000247867
DGAT2L6,Gene Expression,GRCh38,False,DGAT2L6_ENSG00000184210,NCBITaxon:9606,gene,1712,protein_coding,ENSG00000184210
DGCR11,Gene Expression,GRCh38,False,DGCR11,NCBITaxon:9606,gene,2214,lncRNA,ENSG00000273311
DGCR2,Gene Expression,GRCh38,False,DGCR2_ENSG00000070413,NCBITaxon:9606,gene,4361,protein_coding,ENSG00000070413
DGCR5,Gene Expression,GRCh38,False,DGCR5,NCBITaxon:9606,gene,3773,lncRNA,ENSG00000273032
DGCR6,Gene Expression,GRCh38,False,DGCR6,NCBITaxon:9606,gene,1158,protein_coding,ENSG00000183628
DGCR6L,Gene Expression,GRCh38,False,DGCR6L_ENSG00000128185,NCBITaxon:9606,gene,962,protein_coding,ENSG00000128185
DGCR8,Gene Expression,GRCh38,False,DGCR8_ENSG00000128191,NCBITaxon:9606,gene,3661,protein_coding,ENSG00000128191
DGKA,Gene Expression,GRCh38,False,DGKA_ENSG00000065357,NCBITaxon:9606,gene,599,protein_coding,ENSG00000065357
DGKB,Gene Expression,GRCh38,False,DGKB_ENSG00000136267,NCBITaxon:9606,gene,1959,protein_coding,ENSG00000136267
DGKD,Gene Expression,GRCh38,False,DGKD_ENSG00000077044,NCBITaxon:9606,gene,580,protein_coding,ENSG00000077044
DGKE,Gene Expression,GRCh38,False,DGKE_ENSG00000153933,NCBITaxon:9606,gene,1474,protein_coding,ENSG00000153933
DGKG,Gene Expression,GRCh38,False,DGKG_ENSG00000058866,NCBITaxon:9606,gene,609,protein_coding,ENSG00000058866
DGKH,Gene Expression,GRCh38,False,DGKH_ENSG00000102780,NCBITaxon:9606,gene,3737,protein_coding,ENSG00000102780
DGKI,Gene Expression,GRCh38,False,DGKI_ENSG00000157680,NCBITaxon:9606,gene,1024,protein_coding,ENSG00000157680
DGKK,Gene Expression,GRCh38,False,DGKK_ENSG00000274588,NCBITaxon:9606,gene,7494,protein_coding,ENSG00000274588
DGKQ,Gene Expression,GRCh38,False,DGKQ_ENSG00000145214,NCBITaxon:9606,gene,818,protein_coding,ENSG00000145214
DGKZ,Gene Expression,GRCh38,False,DGKZ_ENSG00000149091,NCBITaxon:9606,gene,2345,protein_coding,ENSG00000149091
DGLUCY,Gene Expression,GRCh38,False,DGLUCY_ENSG00000133943,NCBITaxon:9606,gene,909,protein_coding,ENSG00000133943
DGUOK,Gene Expression,GRCh38,False,DGUOK_ENSG00000114956,NCBITaxon:9606,gene,709,protein_coding,ENSG00000114956
DGUOK-AS1,Gene Expression,GRCh38,False,DGUOK-AS1,NCBITaxon:9606,gene,594,lncRNA,ENSG00000237883
DHCR24,Gene Expression,GRCh38,False,DHCR24_ENSG00000116133,NCBITaxon:9606,gene,2801,protein_coding,ENSG00000116133
DHCR24-DT,Gene Expression,GRCh38,False,DHCR24-DT,NCBITaxon:9606,gene,427,lncRNA,ENSG00000233203
DHCR7,Gene Expression,GRCh38,False,DHCR7_ENSG00000172893,NCBITaxon:9606,gene,2354,protein_coding,ENSG00000172893
DHDDS,Gene Expression,GRCh38,False,DHDDS_ENSG00000117682,NCBITaxon:9606,gene,970,protein_coding,ENSG00000117682
DHDDS-AS1,Gene Expression,GRCh38,False,DHDDS-AS1,NCBITaxon:9606,gene,834,lncRNA,ENSG00000225891
DHDH,Gene Expression,GRCh38,False,DHDH_ENSG00000104808,NCBITaxon:9606,gene,745,protein_coding,ENSG00000104808
DHFR,Gene Expression,GRCh38,False,DHFR_ENSG00000228716,NCBITaxon:9606,gene,1447,protein_coding,ENSG00000228716
DHFR2,Gene Expression,GRCh38,False,DHFR2_ENSG00000178700,NCBITaxon:9606,gene,1816,protein_coding,ENSG00000178700
DHH,Gene Expression,GRCh38,False,DHH_ENSG00000139549,NCBITaxon:9606,gene,4683,protein_coding,ENSG00000139549
DHODH,Gene Expression,GRCh38,False,DHODH_ENSG00000102967,NCBITaxon:9606,gene,839,protein_coding,ENSG00000102967
DHPS,Gene Expression,GRCh38,False,DHPS_ENSG00000095059,NCBITaxon:9606,gene,625,protein_coding,ENSG00000095059
DHRS1,Gene Expression,GRCh38,False,DHRS1_ENSG00000157379,NCBITaxon:9606,gene,1181,protein_coding,ENSG00000157379
DHRS11,Gene Expression,GRCh38,False,DHRS11_ENSG00000278535,NCBITaxon:9606,gene,951,protein_coding,ENSG00000278535
DHRS12,Gene Expression,GRCh38,False,DHRS12_ENSG00000102796,NCBITaxon:9606,gene,671,protein_coding,ENSG00000102796
DHRS13,Gene Expression,GRCh38,False,DHRS13_ENSG00000167536,NCBITaxon:9606,gene,1569,protein_coding,ENSG00000167536
DHRS2,Gene Expression,GRCh38,False,DHRS2_ENSG00000100867,NCBITaxon:9606,gene,1514,protein_coding,ENSG00000100867
DHRS3,Gene Expression,GRCh38,False,DHRS3_ENSG00000162496,NCBITaxon:9606,gene,931,protein_coding,ENSG00000162496
DHRS4,Gene Expression,GRCh38,False,DHRS4_ENSG00000157326,NCBITaxon:9606,gene,1046,protein_coding,ENSG00000157326
DHRS4-AS1,Gene Expression,GRCh38,False,DHRS4-AS1,NCBITaxon:9606,gene,2609,lncRNA,ENSG00000215256
DHRS4L2,Gene Expression,GRCh38,False,DHRS4L2,NCBITaxon:9606,gene,886,protein_coding,ENSG00000187630
DHRS7,Gene Expression,GRCh38,False,DHRS7_ENSG00000100612,NCBITaxon:9606,gene,686,protein_coding,ENSG00000100612
DHRS7B,Gene Expression,GRCh38,False,DHRS7B_ENSG00000109016,NCBITaxon:9606,gene,882,protein_coding,ENSG00000109016
DHRS7C,Gene Expression,GRCh38,False,DHRS7C_ENSG00000184544,NCBITaxon:9606,gene,1006,protein_coding,ENSG00000184544
DHRS9,Gene Expression,GRCh38,False,DHRS9_ENSG00000073737,NCBITaxon:9606,gene,1652,protein_coding,ENSG00000073737
DHRSX,Gene Expression,GRCh38,False,DHRSX_ENSG00000169084,NCBITaxon:9606,gene,679,protein_coding,ENSG00000169084
DHRSX-IT1,Gene Expression,GRCh38,False,DHRSX-IT1_ENSG00000223571,NCBITaxon:9606,gene,651,lncRNA,ENSG00000223571
DHTKD1,Gene Expression,GRCh38,False,DHTKD1_ENSG00000181192,NCBITaxon:9606,gene,780,protein_coding,ENSG00000181192
DHX15,Gene Expression,GRCh38,False,DHX15_ENSG00000109606,NCBITaxon:9606,gene,744,protein_coding,ENSG00000109606
DHX16,Gene Expression,GRCh38,False,DHX16_ENSG00000204560,NCBITaxon:9606,gene,1412,protein_coding,ENSG00000204560
DHX29,Gene Expression,GRCh38,False,DHX29_ENSG00000067248,NCBITaxon:9606,gene,2700,protein_coding,ENSG00000067248
DHX30,Gene Expression,GRCh38,False,DHX30_ENSG00000132153,NCBITaxon:9606,gene,1464,protein_coding,ENSG00000132153
DHX32,Gene Expression,GRCh38,False,DHX32_ENSG00000089876,NCBITaxon:9606,gene,2389,protein_coding,ENSG00000089876
DHX33,Gene Expression,GRCh38,False,DHX33_ENSG00000005100,NCBITaxon:9606,gene,2416,protein_coding,ENSG00000005100
DHX33-DT,Gene Expression,GRCh38,False,DHX33-DT,NCBITaxon:9606,gene,398,lncRNA,ENSG00000262099
DHX34,Gene Expression,GRCh38,False,DHX34_ENSG00000134815,NCBITaxon:9606,gene,2367,protein_coding,ENSG00000134815
DHX35,Gene Expression,GRCh38,False,DHX35_ENSG00000101452,NCBITaxon:9606,gene,3122,protein_coding,ENSG00000101452
DHX35-DT,Gene Expression,GRCh38,False,DHX35-DT,NCBITaxon:9606,gene,187,lncRNA,ENSG00000261431
DHX36,Gene Expression,GRCh38,False,DHX36_ENSG00000174953,NCBITaxon:9606,gene,719,protein_coding,ENSG00000174953
DHX37,Gene Expression,GRCh38,False,DHX37_ENSG00000150990,NCBITaxon:9606,gene,2935,protein_coding,ENSG00000150990
DHX38,Gene Expression,GRCh38,False,DHX38_ENSG00000140829,NCBITaxon:9606,gene,747,protein_coding,ENSG00000140829
DHX40,Gene Expression,GRCh38,False,DHX40_ENSG00000108406,NCBITaxon:9606,gene,782,protein_coding,ENSG00000108406
DHX57,Gene Expression,GRCh38,False,DHX57_ENSG00000163214,NCBITaxon:9606,gene,1835,protein_coding,ENSG00000163214
DHX58,Gene Expression,GRCh38,False,DHX58_ENSG00000108771,NCBITaxon:9606,gene,861,protein_coding,ENSG00000108771
DHX8,Gene Expression,GRCh38,False,DHX8_ENSG00000067596,NCBITaxon:9606,gene,3809,protein_coding,ENSG00000067596
DHX9,Gene Expression,GRCh38,False,DHX9_ENSG00000135829,NCBITaxon:9606,gene,831,protein_coding,ENSG00000135829
DHX9-AS1,Gene Expression,GRCh38,False,DHX9-AS1,NCBITaxon:9606,gene,1000,lncRNA,ENSG00000287808
DIABLO,Gene Expression,GRCh38,False,DIABLO_ENSG00000184047,NCBITaxon:9606,gene,1429,protein_coding,ENSG00000184047
DIAPH1,Gene Expression,GRCh38,False,DIAPH1_ENSG00000131504,NCBITaxon:9606,gene,1180,protein_coding,ENSG00000131504
DIAPH1-AS1,Gene Expression,GRCh38,False,DIAPH1-AS1,NCBITaxon:9606,gene,2480,lncRNA,ENSG00000246422
DIAPH2,Gene Expression,GRCh38,False,DIAPH2_ENSG00000147202,NCBITaxon:9606,gene,6466,protein_coding,ENSG00000147202
DIAPH2-AS1,Gene Expression,GRCh38,False,DIAPH2-AS1,NCBITaxon:9606,gene,788,lncRNA,ENSG00000236256
DIAPH3,Gene Expression,GRCh38,False,DIAPH3_ENSG00000139734,NCBITaxon:9606,gene,3053,protein_coding,ENSG00000139734
DIAPH3-AS1,Gene Expression,GRCh38,False,DIAPH3-AS1,NCBITaxon:9606,gene,447,lncRNA,ENSG00000227528
DIAPH3-AS2,Gene Expression,GRCh38,False,DIAPH3-AS2,NCBITaxon:9606,gene,590,lncRNA,ENSG00000223815
DICER1,Gene Expression,GRCh38,False,DICER1_ENSG00000100697,NCBITaxon:9606,gene,6509,protein_coding,ENSG00000100697
DICER1-AS1,Gene Expression,GRCh38,False,DICER1-AS1,NCBITaxon:9606,gene,1489,lncRNA,ENSG00000235706
DIDO1,Gene Expression,GRCh38,False,DIDO1_ENSG00000101191,NCBITaxon:9606,gene,2833,protein_coding,ENSG00000101191
DIMT1,Gene Expression,GRCh38,False,DIMT1_ENSG00000086189,NCBITaxon:9606,gene,2059,protein_coding,ENSG00000086189
DINOL,Gene Expression,GRCh38,False,DINOL,NCBITaxon:9606,gene,951,lncRNA,ENSG00000285244
DIO1,Gene Expression,GRCh38,False,DIO1_ENSG00000211452,NCBITaxon:9606,gene,620,protein_coding,ENSG00000211452
DIO2,Gene Expression,GRCh38,False,DIO2_ENSG00000211448,NCBITaxon:9606,gene,672,protein_coding,ENSG00000211448
DIO2-AS1,Gene Expression,GRCh38,False,DIO2-AS1,NCBITaxon:9606,gene,1597,lncRNA,ENSG00000258766
DIO3,Gene Expression,GRCh38,False,DIO3_ENSG00000197406,NCBITaxon:9606,gene,1922,protein_coding,ENSG00000197406
DIO3OS,Gene Expression,GRCh38,False,DIO3OS,NCBITaxon:9606,gene,941,lncRNA,ENSG00000258498
DIP2A,Gene Expression,GRCh38,False,DIP2A_ENSG00000160305,NCBITaxon:9606,gene,2911,protein_coding,ENSG00000160305
DIP2A-IT1,Gene Expression,GRCh38,False,DIP2A-IT1,NCBITaxon:9606,gene,428,lncRNA,ENSG00000223692
DIP2B,Gene Expression,GRCh38,False,DIP2B_ENSG00000066084,NCBITaxon:9606,gene,2676,protein_coding,ENSG00000066084
DIP2C,Gene Expression,GRCh38,False,DIP2C_ENSG00000151240,NCBITaxon:9606,gene,2859,protein_coding,ENSG00000151240
DIP2C-AS1,Gene Expression,GRCh38,False,DIP2C-AS1,NCBITaxon:9606,gene,2854,lncRNA,ENSG00000180525
DIPK1A,Gene Expression,GRCh38,False,DIPK1A_ENSG00000154511,NCBITaxon:9606,gene,2468,protein_coding,ENSG00000154511
DIPK1B,Gene Expression,GRCh38,False,DIPK1B_ENSG00000165716,NCBITaxon:9606,gene,2384,protein_coding,ENSG00000165716
DIPK1C,Gene Expression,GRCh38,False,DIPK1C_ENSG00000187773,NCBITaxon:9606,gene,2182,protein_coding,ENSG00000187773
DIPK2A,Gene Expression,GRCh38,False,DIPK2A_ENSG00000181744,NCBITaxon:9606,gene,730,protein_coding,ENSG00000181744
DIPK2B,Gene Expression,GRCh38,False,DIPK2B_ENSG00000147113,NCBITaxon:9606,gene,2432,protein_coding,ENSG00000147113
DIRAS1,Gene Expression,GRCh38,False,DIRAS1_ENSG00000176490,NCBITaxon:9606,gene,774,protein_coding,ENSG00000176490
DIRAS2,Gene Expression,GRCh38,False,DIRAS2_ENSG00000165023,NCBITaxon:9606,gene,576,protein_coding,ENSG00000165023
DIRAS3,Gene Expression,GRCh38,False,DIRAS3_ENSG00000162595,NCBITaxon:9606,gene,2173,protein_coding,ENSG00000162595
DIRC1,Gene Expression,GRCh38,False,DIRC1,NCBITaxon:9606,gene,1037,lncRNA,ENSG00000174325
DIRC3,Gene Expression,GRCh38,False,DIRC3,NCBITaxon:9606,gene,1342,lncRNA,ENSG00000231672
DIRC3-AS1,Gene Expression,GRCh38,False,DIRC3-AS1,NCBITaxon:9606,gene,1175,lncRNA,ENSG00000233143
DIS3,Gene Expression,GRCh38,False,DIS3_ENSG00000083520,NCBITaxon:9606,gene,3651,protein_coding,ENSG00000083520
DIS3L,Gene Expression,GRCh38,False,DIS3L_ENSG00000166938,NCBITaxon:9606,gene,832,protein_coding,ENSG00000166938
DIS3L-AS1,Gene Expression,GRCh38,False,DIS3L-AS1,NCBITaxon:9606,gene,578,lncRNA,ENSG00000261318
DIS3L2,Gene Expression,GRCh38,False,DIS3L2_ENSG00000144535,NCBITaxon:9606,gene,1485,protein_coding,ENSG00000144535
DISC1,Gene Expression,GRCh38,False,DISC1_ENSG00000162946,NCBITaxon:9606,gene,2621,protein_coding,ENSG00000162946
DISC1-IT1,Gene Expression,GRCh38,False,DISC1-IT1,NCBITaxon:9606,gene,762,lncRNA,ENSG00000226758
DISC1FP1,Gene Expression,GRCh38,False,DISC1FP1,NCBITaxon:9606,gene,796,lncRNA,ENSG00000261645
DISP1,Gene Expression,GRCh38,False,DISP1_ENSG00000154309,NCBITaxon:9606,gene,767,protein_coding,ENSG00000154309
DISP2,Gene Expression,GRCh38,False,DISP2_ENSG00000140323,NCBITaxon:9606,gene,460,protein_coding,ENSG00000140323
DISP3,Gene Expression,GRCh38,False,DISP3_ENSG00000204624,NCBITaxon:9606,gene,1495,protein_coding,ENSG00000204624
DIXDC1,Gene Expression,GRCh38,False,DIXDC1_ENSG00000150764,NCBITaxon:9606,gene,1350,protein_coding,ENSG00000150764
DKC1,Gene Expression,GRCh38,False,DKC1_ENSG00000130826,NCBITaxon:9606,gene,2358,protein_coding,ENSG00000130826
DKFZP434A062,Gene Expression,GRCh38,False,DKFZP434A062,NCBITaxon:9606,gene,3968,lncRNA,ENSG00000262075
DKK1,Gene Expression,GRCh38,False,DKK1_ENSG00000107984,NCBITaxon:9606,gene,545,protein_coding,ENSG00000107984
DKK2,Gene Expression,GRCh38,False,DKK2_ENSG00000155011,NCBITaxon:9606,gene,1199,protein_coding,ENSG00000155011
DKK3,Gene Expression,GRCh38,False,DKK3_ENSG00000050165,NCBITaxon:9606,gene,717,protein_coding,ENSG00000050165
DKK4,Gene Expression,GRCh38,False,DKK4_ENSG00000104371,NCBITaxon:9606,gene,896,protein_coding,ENSG00000104371
DKKL1,Gene Expression,GRCh38,False,DKKL1_ENSG00000104901,NCBITaxon:9606,gene,715,protein_coding,ENSG00000104901
DLAT,Gene Expression,GRCh38,False,DLAT_ENSG00000150768,NCBITaxon:9606,gene,3704,protein_coding,ENSG00000150768
DLC1,Gene Expression,GRCh38,False,DLC1_ENSG00000164741,NCBITaxon:9606,gene,1363,protein_coding,ENSG00000164741
DLD,Gene Expression,GRCh38,False,DLD_ENSG00000091140,NCBITaxon:9606,gene,707,protein_coding,ENSG00000091140
DLEC1,Gene Expression,GRCh38,False,DLEC1_ENSG00000008226,NCBITaxon:9606,gene,2841,protein_coding,ENSG00000008226
DLEU1,Gene Expression,GRCh38,False,DLEU1,NCBITaxon:9606,gene,1031,lncRNA,ENSG00000176124
DLEU2,Gene Expression,GRCh38,False,DLEU2,NCBITaxon:9606,gene,1072,lncRNA,ENSG00000231607
DLEU2L,Gene Expression,GRCh38,False,DLEU2L,NCBITaxon:9606,gene,3555,lncRNA,ENSG00000116652
DLEU7,Gene Expression,GRCh38,False,DLEU7_ENSG00000186047,NCBITaxon:9606,gene,1796,protein_coding,ENSG00000186047
DLG1,Gene Expression,GRCh38,False,DLG1_ENSG00000075711,NCBITaxon:9606,gene,3795,protein_coding,ENSG00000075711
DLG1-AS1,Gene Expression,GRCh38,False,DLG1-AS1,NCBITaxon:9606,gene,1320,lncRNA,ENSG00000227375
DLG2,Gene Expression,GRCh38,False,DLG2_ENSG00000150672,NCBITaxon:9606,gene,2474,protein_coding,ENSG00000150672
DLG2-AS2,Gene Expression,GRCh38,False,DLG2-AS2,NCBITaxon:9606,gene,663,lncRNA,ENSG00000255311
DLG3,Gene Expression,GRCh38,False,DLG3_ENSG00000082458,NCBITaxon:9606,gene,2661,protein_coding,ENSG00000082458
DLG3-AS1,Gene Expression,GRCh38,False,DLG3-AS1,NCBITaxon:9606,gene,413,lncRNA,ENSG00000231651
DLG4,Gene Expression,GRCh38,False,DLG4_ENSG00000132535,NCBITaxon:9606,gene,1965,protein_coding,ENSG00000132535
DLG5,Gene Expression,GRCh38,False,DLG5_ENSG00000151208,NCBITaxon:9606,gene,3047,protein_coding,ENSG00000151208
DLG5-AS1,Gene Expression,GRCh38,False,DLG5-AS1,NCBITaxon:9606,gene,1340,lncRNA,ENSG00000233871
DLGAP1,Gene Expression,GRCh38,False,DLGAP1_ENSG00000170579,NCBITaxon:9606,gene,2223,protein_coding,ENSG00000170579
DLGAP1-AS1,Gene Expression,GRCh38,False,DLGAP1-AS1,NCBITaxon:9606,gene,543,lncRNA,ENSG00000177337
DLGAP1-AS2,Gene Expression,GRCh38,False,DLGAP1-AS2,NCBITaxon:9606,gene,803,lncRNA,ENSG00000262001
DLGAP1-AS3,Gene Expression,GRCh38,False,DLGAP1-AS3,NCBITaxon:9606,gene,1470,lncRNA,ENSG00000263724
DLGAP1-AS4,Gene Expression,GRCh38,False,DLGAP1-AS4,NCBITaxon:9606,gene,827,lncRNA,ENSG00000263878
DLGAP1-AS5,Gene Expression,GRCh38,False,DLGAP1-AS5,NCBITaxon:9606,gene,561,lncRNA,ENSG00000261520
DLGAP2,Gene Expression,GRCh38,False,DLGAP2_ENSG00000198010,NCBITaxon:9606,gene,709,protein_coding,ENSG00000198010
DLGAP2-AS1,Gene Expression,GRCh38,False,DLGAP2-AS1,NCBITaxon:9606,gene,1198,lncRNA,ENSG00000253267
DLGAP3,Gene Expression,GRCh38,False,DLGAP3_ENSG00000116544,NCBITaxon:9606,gene,3587,protein_coding,ENSG00000116544
DLGAP4,Gene Expression,GRCh38,False,DLGAP4_ENSG00000080845,NCBITaxon:9606,gene,839,protein_coding,ENSG00000080845
DLGAP4-AS1,Gene Expression,GRCh38,False,DLGAP4-AS1,NCBITaxon:9606,gene,666,lncRNA,ENSG00000232907
DLGAP5,Gene Expression,GRCh38,False,DLGAP5_ENSG00000126787,NCBITaxon:9606,gene,823,protein_coding,ENSG00000126787
DLK1,Gene Expression,GRCh38,False,DLK1_ENSG00000185559,NCBITaxon:9606,gene,555,protein_coding,ENSG00000185559
DLK2,Gene Expression,GRCh38,False,DLK2_ENSG00000171462,NCBITaxon:9606,gene,1560,protein_coding,ENSG00000171462
DLL1,Gene Expression,GRCh38,False,DLL1_ENSG00000198719,NCBITaxon:9606,gene,2163,protein_coding,ENSG00000198719
DLL3,Gene Expression,GRCh38,False,DLL3_ENSG00000090932,NCBITaxon:9606,gene,1375,protein_coding,ENSG00000090932
DLL4,Gene Expression,GRCh38,False,DLL4_ENSG00000128917,NCBITaxon:9606,gene,1439,protein_coding,ENSG00000128917
DLST,Gene Expression,GRCh38,False,DLST_ENSG00000119689,NCBITaxon:9606,gene,708,protein_coding,ENSG00000119689
DLX1,Gene Expression,GRCh38,False,DLX1_ENSG00000144355,NCBITaxon:9606,gene,1022,protein_coding,ENSG00000144355
DLX2,Gene Expression,GRCh38,False,DLX2_ENSG00000115844,NCBITaxon:9606,gene,2153,protein_coding,ENSG00000115844
DLX2-DT,Gene Expression,GRCh38,False,DLX2-DT,NCBITaxon:9606,gene,950,lncRNA,ENSG00000236651
DLX3,Gene Expression,GRCh38,False,DLX3_ENSG00000064195,NCBITaxon:9606,gene,1718,protein_coding,ENSG00000064195
DLX4,Gene Expression,GRCh38,False,DLX4_ENSG00000108813,NCBITaxon:9606,gene,1404,protein_coding,ENSG00000108813
DLX5,Gene Expression,GRCh38,False,DLX5_ENSG00000105880,NCBITaxon:9606,gene,1074,protein_coding,ENSG00000105880
DLX6,Gene Expression,GRCh38,False,DLX6_ENSG00000006377,NCBITaxon:9606,gene,1612,protein_coding,ENSG00000006377
DLX6-AS1,Gene Expression,GRCh38,False,DLX6-AS1,NCBITaxon:9606,gene,3001,lncRNA,ENSG00000231764
DM1-AS,Gene Expression,GRCh38,False,DM1-AS,NCBITaxon:9606,gene,430,lncRNA,ENSG00000267395
DMAC1,Gene Expression,GRCh38,False,DMAC1_ENSG00000137038,NCBITaxon:9606,gene,547,protein_coding,ENSG00000137038
DMAC2,Gene Expression,GRCh38,False,DMAC2_ENSG00000105341,NCBITaxon:9606,gene,1002,protein_coding,ENSG00000105341
DMAC2L,Gene Expression,GRCh38,False,DMAC2L_ENSG00000125375,NCBITaxon:9606,gene,1671,protein_coding,ENSG00000125375
DMAP1,Gene Expression,GRCh38,False,DMAP1_ENSG00000178028,NCBITaxon:9606,gene,874,protein_coding,ENSG00000178028
DMBT1,Gene Expression,GRCh38,False,DMBT1_ENSG00000187908,NCBITaxon:9606,gene,5802,protein_coding,ENSG00000187908
DMBX1,Gene Expression,GRCh38,False,DMBX1_ENSG00000197587,NCBITaxon:9606,gene,5050,protein_coding,ENSG00000197587
DMC1,Gene Expression,GRCh38,False,DMC1_ENSG00000100206,NCBITaxon:9606,gene,908,protein_coding,ENSG00000100206
DMD,Gene Expression,GRCh38,False,DMD_ENSG00000198947,NCBITaxon:9606,gene,2867,protein_coding,ENSG00000198947
